label,video_url,file_exists
ABERTO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aberto2Sm_Prog001.mp4,True
ABERTURA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aberturaSm_Prog001.mp4,True
ABISMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abismarSm_Prog001.mp4,True
ABÓBORA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abobora1Sm_Prog001.mp4,True
ABÓBORA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abobora2Sm_Prog001.mp4,True
ABOBRINHA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abobrinhaSm_Prog001.mp4,True
ABOCANHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abocanharSm_Prog001.mp4,True
ABOLIÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abolicaoSm_Prog001.mp4,True
ABONAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abonarSm_Prog001.mp4,True
ABONO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abonoSm_Prog001.mp4,True
ABORRECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aborrecerSm_Prog001.mp4,True
ABORRECIDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aborrecidoSm_Prog001.mp4,True
ABORTAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abortar1Sm_Prog001.mp4,True
ABORTAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abortar2Sm_Prog001.mp4,True
ABORTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abortar1Sm_Prog001.mp4,True
ABOTOAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abotoarSm_Prog001.mp4,True
ABRACADABRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abracadabraSm_Prog001.mp4,True
ABRAÇAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abracarSm_Prog001.mp4,True
ABRAÇO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abracoSm_Prog001.mp4,True
ABRAÇO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abraco2Sm_Prog001.mp4,True
ABREVIAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abreviarSm_Prog001.mp4,True
ABRIDOR DE LATA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abridor%20de%20lata1Sm_Prog001.mp4,False
ABRIDOR DE LATA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abridor%20de%20lata2Sm_Prog001.mp4,False
ABRIGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrigarSm_Prog001.mp4,True
ABRIGO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrigoSm_Prog001.mp4,True
ABRIL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrilSm_Prog001.mp4,True
ABRIR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir1Sm_Prog001.mp4,True
ABRIR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir2Sm_Prog001.mp4,True
ABRIR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir3Sm_Prog001.mp4,True
ABRIR4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir4Sm_Prog001.mp4,True
ABRIR5,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abrir5Sm_Prog001.mp4,True
ABSOLVER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absolverSm_Prog001.mp4,True
ABSORVENTE HIGIÊNICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absorvente-higienicoSm_Prog001.mp4,False
ABSORVER1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absorver1Sm_Prog001.mp4,True
ABSORVER2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absorver2Sm_Prog001.mp4,True
ABSTER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absterSm_Prog001.mp4,True
ABSURDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absurdo1Sm_Prog001.mp4,True
ABUSADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abusadoSm_Prog001.mp4,True
ABUSAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abusarSm_Prog001.mp4,True
ACABAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar1Sm_Prog001.mp4,True
ACABAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar2Sm_Prog001.mp4,True
ACABAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar3Sm_Prog001.mp4,True
ACABAR4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar4Sm_Prog001.mp4,True
AÇAÍ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acaiSm_Prog001.mp4,True
ACALENTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acalentarSm_Prog001.mp4,True
ACALMAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acalmar1Sm_Prog001.mp4,True
ACALMAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acalmar2Sm_Prog001.mp4,True
ACAMPAMENTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acampamentoSm_Prog001.mp4,True
ACAMPAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acamparSm_Prog001.mp4,True
ACANHADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acanhadoSm_Prog001.mp4,True
ACARICIAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acariciarSm_Prog001.mp4,True
ACASALAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acasalarSm_Prog001.mp4,True
ACATAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acatarSm_Prog001.mp4,True
ACAUTELAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acautelarSm_Prog001.mp4,True
ACEITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aceitarSm_Prog001.mp4,True
ACELERAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acelerar1Sm_Prog001.mp4,True
ACELERAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acelerar2Sm_Prog001.mp4,True
ACENAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acenarSm_Prog001.mp4,True
ACENDER FAROL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender3Sm_Prog001.mp4,True
ACENDER ISQUEIRO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender4Sm_Prog001.mp4,True
ACENDER LUZ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender2Sm_Prog001.mp4,True
ACENDER VELA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender1Sm_Prog001.mp4,True
ACENTO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acento1Sm_Prog001.mp4,True
ACENTO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acento2Sm_Prog001.mp4,True
ACERCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acercarSm_Prog001.mp4,True
ACERTAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acertar1Sm_Prog001.mp4,True
ACERTAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acertar2Sm_Prog001.mp4,True
ACESO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesoSm_Prog001.mp4,True
ACESSO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesso1Sm_Prog001.mp4,True
ACESSO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesso2Sm_Prog001.mp4,True
ACHAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/achar1Sm_Prog001.mp4,True
ACHAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/achar2Sm_Prog001.mp4,True
ACIDENTE1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acidente1Sm_Prog001.mp4,True
ACIDENTE2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acidente2Sm_Prog001.mp4,True
ACIMA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acimaSm_Prog001.mp4,True
ACLIVE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acliveSm_Prog001.mp4,True
ACNE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acneSm_Prog001.mp4,True
AÇO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aco2Sm_Prog001.mp4,False
AÇOITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acoitarSm_Prog001.mp4,True
AÇOITE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acoiteSm_Prog001.mp4,True
ACOMODADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acomodadoSm_Prog001.mp4,True
ACOMODAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acomodarSm_Prog001.mp4,True
ACOMPANHADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhadoSm_Prog001.mp4,True
ACOMPANHAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhar1Sm_Prog001.mp4,True
ACOMPANHAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhar2Sm_Prog001.mp4,True
ACONCHEGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aconchegarSm_Prog001.mp4,True
ACONSELHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aconselharSm_Prog001.mp4,True
ACONTECER1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecerSm_Prog001.mp4,False
ACONTECER2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecer2Sm_Prog001.mp4,True
ACONTECER3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecer3Sm_Prog001.mp4,True
ACORDADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordado2Sm_Prog001.mp4,False
ACORDAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordar1Sm_Prog001.mp4,True
ACORDAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordar2Sm_Prog001.mp4,True
ACORDAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordoSm_Prog001.mp4,True
ACORDEÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordeaoSm_Prog001.mp4,True
ACORDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordoSm_Prog001.mp4,True
ACORRENTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acorrentarSm_Prog001.mp4,True
ACOSTUMADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acostumadoSm_Prog001.mp4,True
ACOSTUMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acostumarSm_Prog001.mp4,True
ACOTOVELAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acotovelarSm_Prog001.mp4,False
AÇOUGUE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acougueSm_Prog001.mp4,True
ACRE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acreSm_Prog001.mp4,True
ACREDITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acreditarSm_Prog001.mp4,True
ACRESCENTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrescentarSm_Prog001.mp4,True
ACROBATA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrobata1Sm_Prog001.mp4,True
ACROBATA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrobata2Sm_Prog001.mp4,True
ACUADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acuadoSm_Prog001.mp4,True
ACUAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acuarSm_Prog001.mp4,True
AÇÚCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acucarSm_Prog001.mp4,True
ACUMULAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acumularSm_Prog001.mp4,True
ACUPUNTURA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acupunturaSm_Prog001.mp4,True
ACUSAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acusarSm_Prog001.mp4,True
ADERNAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adernarSm_Prog001.mp4,True
ADESIVO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adesivoSm_Prog001.mp4,True
ADEUS1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adeusSm_Prog001.mp4,True
ADEUS2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adeus2Sm_Prog001.mp4,True
ADIANTADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adiantadoSm_Prog001.mp4,True
ADIAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adiarSm_Prog001.mp4,True
ADICIONAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adicionar1Sm_Prog001.mp4,True
ADICIONAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adicionar2Sm_Prog001.mp4,True
ADIVINHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adivinharSm_Prog001.mp4,True
ADJETIVOS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adjetivoSm_Prog001.mp4,True
ADJUNTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adjuntoSm_Prog001.mp4,True
ADMINISTRAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/administracaoSm_Prog001.mp4,True
ADMINISTRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/administrarSm_Prog001.mp4,True
ADMIRADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admiradoSm_Prog001.mp4,True
ADMIRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admirarSm_Prog001.mp4,True
ADMISSÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admissaoSm_Prog001.mp4,True
ADMITIR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admitir1Sm_Prog001.mp4,True
ADMITIR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admitir2Sm_Prog001.mp4,True
ADOÇANTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adocanteSm_Prog001.mp4,True
ADOÇAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adocarSm_Prog001.mp4,True
ADOECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adoecerSm_Prog001.mp4,True
ADOIDAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adoidarSm_Prog001.mp4,True
ADOLESCENTE1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adolescente1Sm_Prog001.mp4,True
ADOLESCENTE2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adolescenteSm_Prog001.mp4,False
ADORAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adorar1Sm_Prog001.mp4,True
ADORAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adorar2Sm_Prog001.mp4,True
ADORMECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adormecerSm_Prog001.mp4,True
ADOTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adotarSm_Prog001.mp4,True
ADOTIVO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adotivoSm_Prog001.mp4,True
ADULAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adularSm_Prog001.mp4,True
ADULTÉRIO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adulterioSm_Prog001.mp4,True
ADULTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adultoSm_Prog001.mp4,True
ADVENTISTA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adventistaSm_Prog001.mp4,True
ADVERSÁRIO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adversarioSm_Prog001.mp4,False
ADVERTIR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/advertir1Sm_Prog001.mp4,True
ADVERTIR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/advertir2Sm_Prog001.mp4,True
ADVOGADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/advogadoSm_Prog001.mp4,True
AEROBARCO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aerobarco1Sm_Prog001.mp4,True
AEROBARCO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aerobarco2Sm_Prog001.mp4,True
AEROMOÇA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aeromocaSm_Prog001.mp4,True
AERONÁUTICA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aeronauticaSm_Prog001.mp4,True
AEROPORTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aeroportoSm_Prog001.mp4,True
AEROSSOL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aerossolSm_Prog001.mp4,True
AERÓSTATO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aerostatoSm_Prog001.mp4,True
AFAMADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afamadoSm_Prog001.mp4,True
AFASTADO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afastado1Sm_Prog001.mp4,True
AFASTADO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afastado2Sm_Prog001.mp4,True
AFASTAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afastar1Sm_Prog001.mp4,True
AFASTAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afastar2Sm_Prog001.mp4,True
AFEIÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afeicaoSm_Prog001.mp4,True
AFERIR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aferir1Sm_Prog001.mp4,True
AFERIR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aferir2Sm_Prog001.mp4,True
AFETO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afetoSm_Prog001.mp4,True
AFIADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afiadoSm_Prog001.mp4,True
AFIAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afiarSm_Prog001.mp4,True
AFILHADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afilhadoSm_Prog001.mp4,True
AFINIDADE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afinidadeSm_Prog001.mp4,True
AFIVELAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afivelarSm_Prog001.mp4,True
AFIXAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afixarSm_Prog001.mp4,True
AFLITO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aflitoSm_Prog001.mp4,True
AFOCINHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afocinharSm_Prog001.mp4,True
AFOGAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afogar1Sm_Prog001.mp4,True
AFOGAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afogar2Sm_Prog001.mp4,True
AFROUXAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afrouxarSm_Prog001.mp4,True
AFUNDAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/afundarSm_Prog001.mp4,True
AGACHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agacharSm_Prog001.mp4,True
AGARRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agarrarSm_Prog001.mp4,True
AGASALHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agasalharSm_Prog001.mp4,True
AGENDAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agendarSm_Prog001.mp4,True
AGITADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agitadoSm_Prog001.mp4,True
AGORA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agoraSm_Prog001.mp4,True
AGOSTO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agostoSm_Prog001.mp4,False
AGOSTO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agosto2Sm_Prog001.mp4,True
AGRADAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agradarSm_Prog001.mp4,True
AGRADECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agradecerSm_Prog001.mp4,True
AGREDIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agredirSm_Prog001.mp4,True
AGRESSIVO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agressivoSm_Prog001.mp4,True
AGRIÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agriaoSm_Prog001.mp4,True
AGRICULTURA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agriculturaSm_Prog001.mp4,True
AGRUPAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agruparSm_Prog001.mp4,True
AGUARDAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aguardarSm_Prog001.mp4,True
AGUARDENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aguardenteSm_Prog001.mp4,True
AGULHA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agulha1Sm_Prog001.mp4,True
AGULHA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/agulha2Sm_Prog001.mp4,False
AGÜENTAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aguentar1Sm_Prog001.mp4,True
AGÜENTAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aguentar2Sm_Prog001.mp4,True
AGÜENTAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aguentar3Sm_Prog001.mp4,True
AIDS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aidsSm_Prog001.mp4,True
AINDA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aindaSm_Prog001.mp4,True
AINDA NÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ainda-naoSm_Prog001.mp4,False
AIPIM,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aipimSm_Prog001.mp4,True
AJOELHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ajoelharSm_Prog001.mp4,True
AJUDAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ajudar1Sm_Prog001.mp4,True
AJUDAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ajudar2Sm_Prog001.mp4,True
AJUNTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ajuntarSm_Prog001.mp4,True
ALAGOAS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/alagoas1Sm_Prog001.mp4,False
ALARANJADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/alaranjadoSm_Prog001.mp4,True
ALARME,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/alarmeSm_Prog001.mp4,True
ALASTRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/alastrarSm_Prog001.mp4,True
ALCANÇAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/alcancar1Sm_Prog001.mp4,True
ALCANÇAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/alcancar2Sm_Prog001.mp4,True
ALCANÇAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/alcancar3Sm_Prog001.mp4,True
