filename,label,data_source,original_fps,original_frame_count,original_duration_sec,start_frame,end_frame,processed_frame_count,processed_duration_sec,preprocess_version,face_width,shoulders_width,face_midpoint_to_shoulders_height,left_hand_interpolated_frames,right_hand_interpolated_frames,original_left_hand_none_frames,original_right_hand_none_frames,final_left_hand_none_frames,final_right_hand_none_frames,dataset_split,label_encoded
casa_ne_1.npy,casa,ne,12.0,37,3.083333333333333,4,32,29,2.4166666666666665,v3,0.1463817874510757,0.3332480141128447,0.2935312372694288,1,1,15,12,14,11,test,6
casa_sb_2.npy,casa,sb,29.97002997002997,64,2.135466666666667,1,59,59,1.9686333333333328,v3,0.0833895022016181,0.2005868075383683,0.2141123357819846,0,0,0,4,0,4,train,6
casa_uf_3.npy,casa,uf,29.97002997002997,135,4.5045,12,106,95,3.169833333333333,v3,0.0724112023887222,0.1652053693917134,0.1789347605541166,0,1,9,7,9,6,train,6
casa_vl_4.npy,casa,vl,29.97002997002997,196,6.539866666666667,21,175,155,5.171833333333334,v3,0.1063001731505041,0.2329747485141005,0.2480115677738218,0,0,0,0,0,0,train,6
casa_vl_5.npy,casa,vl,29.97002997002997,195,6.5065,8,164,157,5.238566666666666,v3,0.1269185959110661,0.2601749586462023,0.2721269425917069,1,0,24,15,23,11,train,6
casa_vl_6.npy,casa,vl,59.94005994005994,276,4.6046000000000005,0,259,260,4.337666666666666,v3,0.1342024882219454,0.3014444612067516,0.337499691156457,0,0,4,2,4,2,train,6
cebola_ne_1.npy,cebola,ne,12.0,53,4.416666666666667,9,47,39,3.25,v3,0.1507901653941893,0.3398778154595573,0.2946411850954553,0,1,0,8,0,7,train,20
cebola_sb_2.npy,cebola,sb,29.97002997002997,82,2.736066666666667,4,74,71,2.3690333333333333,v3,0.0841728696728776,0.1961369266227537,0.2125236114352977,0,1,0,13,0,12,train,20
cebola_uf_3.npy,cebola,uf,29.97002997002997,195,6.5065,11,156,146,4.871533333333334,v3,0.0767149961117045,0.1755847672655901,0.1905553839503692,1,3,1,7,0,4,train,20
cebola_vl_4.npy,cebola,vl,29.97,209,6.973640306973641,2,195,194,6.4731398064731405,v3,0.1061676528290836,0.2310599907229337,0.2391439785298829,0,2,0,4,0,2,train,20
cebola_vl_5.npy,cebola,vl,29.97002997002997,265,8.842166666666667,1,246,246,8.2082,v3,0.1285747054113403,0.2600317620795943,0.2855760962118009,0,5,4,38,4,33,train,20
cebola_vl_6.npy,cebola,vl,29.97002997002997,276,9.2092,63,241,179,5.9726333333333335,v3,0.1002431252042901,0.2138259608822617,0.2160803452963364,1,2,1,30,0,24,test,20
comer_ne_1.npy,comer,ne,12.0,51,4.25,8,39,32,2.6666666666666665,v3,0.1363449231908983,0.3127756308176864,0.2716155576301842,0,1,0,1,0,0,train,7
comer_sb_2.npy,comer,sb,29.97002997002997,74,2.469133333333333,0,65,66,2.2022,v3,0.0838668106876942,0.1972965501969583,0.2095846912609221,0,0,0,0,0,0,train,7
comer_uf_3.npy,comer,uf,29.97002997002997,108,3.6036,13,68,56,1.8685333333333327,v3,0.0861868723043936,0.2014387860190091,0.2239826291203747,0,0,0,0,0,0,train,7
comer_vl_4.npy,comer,vl,29.97002997002997,164,5.472133333333334,5,141,137,4.571233333333334,v3,0.1022454919151819,0.2303047919013945,0.2578219364428838,2,0,13,5,9,5,train,7
comer_vl_5.npy,comer,vl,29.97002997002997,104,3.470133333333333,0,102,103,3.4367666666666667,v3,0.0977447911083086,0.2035473643270665,0.2060835286369745,1,0,20,10,19,10,test,7
comer_vl_6.npy,comer,vl,59.94005994005994,249,4.1541500000000005,1,247,247,4.120783333333334,v3,0.1260636422831894,0.281263888276466,0.3067257882255885,0,2,0,15,0,13,train,7
cortar_ne_1.npy,cortar,ne,12.0,42,3.5,14,34,21,1.75,v3,0.1574407475552998,0.3575978663366979,0.3057595898589406,0,0,0,0,0,0,train,4
cortar_sb_2.npy,cortar,sb,29.97002997002997,62,2.0687333333333333,3,53,51,1.7017,v3,0.0850922420783446,0.1992881746562437,0.2098787797473532,4,0,8,0,2,0,train,4
cortar_uf_3.npy,cortar,uf,29.97002997002997,133,4.437766666666667,36,109,74,2.469133333333333,v3,0.0860490344324658,0.2023243846353911,0.2235068827276962,0,0,0,0,0,0,train,4
cortar_vl_4.npy,cortar,vl,29.97002997002997,155,5.171833333333334,15,122,108,3.6036,v3,0.1004012807625353,0.2157003580969472,0.2227877660819902,0,2,0,8,0,6,test,4
cortar_vl_5.npy,cortar,vl,29.97,151,5.038371705038372,3,137,135,4.504504504504505,v3,0.1068274581102352,0.2298276919735364,0.245688309023803,0,0,0,0,0,0,train,4
cortar_vl_6.npy,cortar,vl,29.97002997002997,131,4.371033333333333,12,128,117,3.9039,v3,0.0948121903689656,0.1997571589556545,0.2133822635147168,1,0,10,0,0,0,train,4
crescer_ne_1.npy,crescer,ne,12.0,46,3.8333333333333335,13,38,26,2.1666666666666665,v3,0.157679537807938,0.3523122142409468,0.3025360255226278,0,2,0,2,0,0,train,3
crescer_sb_2.npy,crescer,sb,29.97002997002997,74,2.469133333333333,2,66,65,2.168833333333333,v3,0.0834356589441139,0.1947606843574203,0.213649452786569,0,0,0,0,0,0,train,3
crescer_uf_3.npy,crescer,uf,29.97002997002997,140,4.671333333333333,27,107,81,2.7027,v3,0.0860845262753078,0.2041357009065079,0.2250620205514305,0,1,0,3,0,2,test,3
crescer_vl_4.npy,crescer,vl,59.94005994005994,145,2.419083333333333,6,143,138,2.3023,v3,0.1258857504817784,0.2787700305031367,0.2878447263714892,1,0,1,34,0,34,train,3
crescer_vl_5.npy,crescer,vl,29.97002997002997,138,4.6046000000000005,3,129,127,4.237566666666667,v3,0.1058488465811274,0.2336397641597741,0.2511720663788978,1,0,3,7,2,7,train,3
crescer_vl_6.npy,crescer,vl,59.94005994005994,347,5.789116666666667,0,277,278,4.637966666666666,v3,0.1321580454207115,0.2785212616212896,0.2978427239495553,0,0,0,30,0,0,train,3
família_ne_1.npy,família,ne,12.0,39,3.25,6,32,27,2.25,v3,0.1789918256680222,0.4001862160672623,0.3390431417864422,2,1,4,9,1,8,train,18
família_sb_2.npy,família,sb,29.97002997002997,81,2.7027,11,69,59,1.9686333333333328,v3,0.0891143517708355,0.1964368181352023,0.2090983621281781,0,1,0,1,0,0,test,18
família_uf_3.npy,família,uf,29.97002997002997,138,4.6046000000000005,20,106,87,2.9029000000000003,v3,0.0864786191134402,0.2047417093026427,0.2247628787483022,0,1,0,35,0,3,train,18
família_vl_4.npy,família,vl,29.97002997002997,122,4.070733333333333,3,107,105,3.5035000000000003,v3,0.0961712775091675,0.2003551231990943,0.2068043936285267,2,0,17,10,7,10,train,18
família_vl_5.npy,família,vl,29.97002997002997,163,5.438766666666667,7,144,138,4.6046000000000005,v3,0.1030828000202701,0.2297030417843019,0.2563754905029915,1,2,12,4,2,2,train,18
família_vl_6.npy,família,vl,59.94005994005994,329,5.488816666666667,0,307,308,5.138466666666667,v3,0.1244224889188447,0.2847800172721529,0.3061006004545482,2,1,2,1,0,0,train,18
filho_ne_1.npy,filho,ne,12.0,33,2.75,5,27,23,1.9166666666666667,v3,0.1827447360895819,0.4046369823618981,0.3478164175961599,0,0,0,0,0,0,test,23
filho_sb_2.npy,filho,sb,29.97002997002997,74,2.469133333333333,11,60,50,1.6683333333333334,v3,0.0820213833064707,0.1949276967596863,0.1945127887515276,0,0,0,0,0,0,train,23
filho_uf_3.npy,filho,uf,29.97002997002997,116,3.870533333333333,11,110,100,3.336666666666667,v3,0.0864130392051921,0.2079590559586045,0.2273388030569335,0,1,0,10,0,9,train,23
filho_vl_4.npy,filho,vl,59.94005994005994,386,6.439766666666666,45,384,340,5.672333333333333,v3,0.1309458464788401,0.2919615884660966,0.325104138021974,1,0,4,0,3,0,train,23
filho_vl_5.npy,filho,vl,29.97002997002997,196,6.539866666666667,1,181,181,6.039366666666667,v3,0.1256153185933977,0.2632844348740413,0.292394728470577,1,3,18,9,17,6,train,23
filho_vl_6.npy,filho,vl,29.97002997002997,142,4.738066666666667,10,103,94,3.1364666666666667,v3,0.1005759265877625,0.210115006872203,0.2291998573618659,2,0,2,0,0,0,train,23
garganta_ne_1.npy,garganta,ne,12.0,39,3.25,7,32,26,2.1666666666666665,v3,0.170728319316646,0.379001238014033,0.3188762906468438,0,0,0,17,0,17,train,12
garganta_sb_2.npy,garganta,sb,29.97002997002997,57,1.9019,4,52,49,1.634966666666667,v3,0.0978137276826158,0.2323338970519537,0.2373314221286799,0,0,0,0,0,0,train,12
garganta_uf_3.npy,garganta,uf,29.97002997002997,114,3.8038,15,86,72,2.4024,v3,0.0900434954424856,0.2164968135477684,0.2344645347158408,0,0,0,0,0,0,train,12
garganta_vl_4.npy,garganta,vl,29.97002997002997,178,5.939266666666667,3,174,172,5.739066666666667,v3,0.1270480775177566,0.2617120334373516,0.2866048072056346,0,0,0,15,0,15,train,12
garganta_vl_5.npy,garganta,vl,29.97002997002997,161,5.372033333333333,5,131,127,4.237566666666667,v3,0.1000292092447547,0.2107002427855638,0.2310272621879286,3,2,3,3,0,0,train,12
garganta_vl_6.npy,garganta,vl,59.94005994005994,316,5.271933333333333,1,290,290,4.838166666666667,v3,0.1299891216466456,0.3159034920100007,0.3242506339135155,2,1,2,21,0,2,test,12
homem_ne_1.npy,homem,ne,12.0,41,3.4166666666666665,4,30,27,2.25,v3,0.1543680488231429,0.3446107118825851,0.2927062394226823,0,0,0,16,0,16,train,13
homem_sb_2.npy,homem,sb,29.97002997002997,64,2.135466666666667,3,56,54,1.8018,v3,0.1401377709919182,0.3294125851169893,0.345342481737339,0,0,36,0,36,0,train,13
homem_uf_3.npy,homem,uf,29.97002997002997,117,3.9039,29,93,65,2.168833333333333,v3,0.0859131233355825,0.2032203662235994,0.2281473637303522,0,0,0,2,0,0,train,13
homem_vl_4.npy,homem,vl,29.97002997002997,142,4.738066666666667,3,137,135,4.5045,v3,0.1054359297970415,0.2315870084368743,0.2441007568920233,1,0,3,4,2,4,train,13
homem_vl_5.npy,homem,vl,29.97002997002997,149,4.971633333333333,5,145,141,4.7047,v3,0.1244259304166402,0.2528599644913936,0.2851738173336455,0,1,0,18,0,17,test,13
homem_vl_6.npy,homem,vl,59.94005994005994,291,4.85485,2,199,198,3.3033,v3,0.1348826390199592,0.29349951567872,0.3354051058113059,1,0,130,16,129,10,train,13
jovem_ne_1.npy,jovem,ne,12.0,33,2.75,3,28,26,2.1666666666666665,v3,0.1528387859631477,0.3445098304946058,0.2985624294902044,1,0,1,0,0,0,train,11
jovem_sb_2.npy,jovem,sb,29.97002997002997,61,2.0353666666666665,2,54,53,1.7684333333333333,v3,0.0813687276148838,0.19129325447414,0.1940868074045354,0,0,2,0,2,0,train,11
jovem_uf_3.npy,jovem,uf,29.97002997002997,123,4.1041,32,99,68,2.268933333333333,v3,0.0857855410963507,0.2006850559667801,0.2241004911532934,0,0,0,20,0,0,train,11
jovem_vl_4.npy,jovem,vl,29.97002997002997,187,6.239566666666667,1,184,184,6.139466666666666,v3,0.1052538378381826,0.2335608160512644,0.2501404788582127,0,2,4,4,4,2,test,11
jovem_vl_5.npy,jovem,vl,29.97002997002997,198,6.6066,6,171,166,5.538866666666666,v3,0.1234600150672377,0.2476327469156076,0.2808470023774406,1,1,9,1,8,0,train,11
jovem_vl_6.npy,jovem,vl,59.94005994005994,322,5.372033333333333,0,297,298,4.971633333333333,v3,0.1337059583188144,0.3092105370769226,0.3423775089032598,1,0,9,22,8,22,train,11
ouvir_ne_1.npy,ouvir,ne,12.0,36,3.0,7,33,27,2.25,v3,0.1552080202292875,0.3433541159006898,0.2972744587041009,0,1,0,1,0,0,train,21
ouvir_sb_2.npy,ouvir,sb,29.97002997002997,60,2.002,2,54,53,1.7684333333333333,v3,0.0865283408180084,0.2004918550822728,0.2141477395445952,3,1,3,1,0,0,train,21
ouvir_uf_3.npy,ouvir,uf,29.97002997002997,61,2.0353666666666665,0,59,60,2.002,v3,0.0876538665419539,0.2129830129627457,0.2355889772306526,0,2,0,2,0,0,test,21
ouvir_vl_4.npy,ouvir,vl,29.97002997002997,156,5.2052000000000005,1,144,144,4.8048,v3,0.1395754815674935,0.287331539651085,0.3129946253591122,0,0,0,0,0,0,train,21
ouvir_vl_5.npy,ouvir,vl,59.94005994005994,273,4.55455,2,226,225,3.75375,v3,0.1351671617896034,0.2956767850976822,0.3427871029757703,0,3,0,8,0,5,train,21
ouvir_vl_6.npy,ouvir,vl,29.97002997002997,155,5.171833333333334,23,139,117,3.9039,v3,0.1054481883568121,0.2327943558234727,0.2419095654201972,1,1,1,6,0,5,train,21
pai_ne_1.npy,pai,ne,12.0,41,3.4166666666666665,7,35,29,2.4166666666666665,v3,0.1608940725100274,0.3595266096887868,0.3081472653064266,0,1,0,5,0,4,train,15
pai_sb_2.npy,pai,sb,29.97002997002997,52,1.7350666666666668,4,49,46,1.5348666666666666,v3,0.0863115186581648,0.200286777375417,0.2124644336004086,0,1,2,1,0,0,test,15
pai_uf_3.npy,pai,uf,29.97002997002997,111,3.7037,27,93,67,2.2355666666666667,v3,0.0863728599147138,0.2084070792255875,0.2289233272098908,0,0,0,0,0,0,train,15
pai_vl_4.npy,pai,vl,59.94005994005994,302,5.038366666666667,4,286,283,4.721383333333334,v3,0.1399298514288032,0.2975321746907424,0.3391889242611204,4,1,218,12,215,0,train,15
pai_vl_5.npy,pai,vl,29.97002997002997,193,6.439766666666666,5,168,164,5.472133333333334,v3,0.138244914032351,0.2827485359705826,0.3072358697911819,0,0,0,10,0,10,train,15
pai_vl_6.npy,pai,vl,29.97,157,5.238571905238572,0,152,153,5.105105105105105,v3,0.1065849244276988,0.2358191737517976,0.2558782428106021,0,1,0,1,0,0,train,15
sopa_ne_1.npy,sopa,ne,12.0,41,3.4166666666666665,6,39,34,2.833333333333333,v3,0.1591037734373473,0.3519017669079243,0.2995159042412204,0,1,0,3,0,2,test,16
sopa_sb_2.npy,sopa,sb,29.97002997002997,74,2.469133333333333,10,66,57,1.9019,v3,0.0868154965247072,0.1947437119105459,0.212590260170678,0,0,7,0,0,0,train,16
sopa_uf_3.npy,sopa,uf,29.97002997002997,184,6.139466666666666,3,164,162,5.4054,v3,0.0701132433243793,0.1628916190657292,0.1742989568249365,0,1,2,63,2,62,train,16
sopa_vl_4.npy,sopa,vl,29.97002997002997,189,6.3063,11,158,148,4.938266666666666,v3,0.1010625830675987,0.2127486077978214,0.2209237936375213,0,0,2,0,2,0,train,16
sopa_vl_5.npy,sopa,vl,29.97002997002997,267,8.908900000000001,3,258,256,8.541866666666667,v3,0.1525499158349585,0.3165073350606329,0.3199294495629085,7,0,51,3,44,4,train,16
sopa_vl_6.npy,sopa,vl,60.0,331,5.516666666666667,4,291,288,4.8,v3,0.1230832367071469,0.2557613544095076,0.2044936259012698,0,0,0,0,0,0,train,16
sorvete_ne_1.npy,sorvete,ne,12.0,32,2.6666666666666665,1,30,30,2.5,v3,0.159392631757386,0.3508054355495603,0.296866586722138,0,0,0,20,0,20,train,17
sorvete_sb_2.npy,sorvete,sb,29.97002997002997,70,2.3356666666666666,10,63,54,1.8018,v3,0.0860034710492322,0.1943834177587367,0.2116748510922073,0,2,14,2,2,0,train,17
sorvete_uf_3.npy,sorvete,uf,29.97002997002997,151,5.038366666666667,3,138,136,4.537866666666667,v3,0.0787356330006133,0.178932072929391,0.2096980416383156,0,1,0,11,0,8,train,17
sorvete_vl_4.npy,sorvete,vl,29.97002997002997,235,7.841166666666667,3,216,214,7.140466666666667,v3,0.1528800001262145,0.3145871567198651,0.3148820324059428,0,0,0,9,0,9,train,17
sorvete_vl_5.npy,sorvete,vl,59.94005994005994,433,7.223883333333333,6,413,408,6.8068,v3,0.1348109343290797,0.3018631210640368,0.340325591818,1,0,327,6,326,6,train,17
sorvete_vl_6.npy,sorvete,vl,29.97002997002997,163,5.438766666666667,5,133,129,4.3043000000000005,v3,0.1065269098024346,0.2338277601444426,0.2488924610342995,1,0,3,8,2,7,test,17
vagina_ne_1.npy,vagina,ne,12.0,29,2.4166666666666665,3,28,26,2.1666666666666665,v3,0.1667287487227738,0.3651910247239876,0.3074328070305848,0,0,0,2,0,2,train,1
