label,video_url,signer_number,data_source,sign_url,signer_order
Acabar ,https://libras.cin.ufpe.br/storage/videos/20201221031803_5fe0e6db0ee2e.mp4,2,vl,https://libras.cin.ufpe.br/sign/116,123
Acabar ,https://libras.cin.ufpe.br/storage/videos/20210329103832_6061d85863bc8.mp4,3,vl,https://libras.cin.ufpe.br/sign/116,123
Academia ,https://libras.cin.ufpe.br/storage/videos/20210123052640_600c868082968.mp4,1,vl,https://libras.cin.ufpe.br/sign/699,132
Academia ,https://libras.cin.ufpe.br/storage/videos/20210331110654_606481fe03b25.mp4,3,vl,https://libras.cin.ufpe.br/sign/699,132
Academia ,https://libras.cin.ufpe.br/storage/videos/20210929043349_6154bf9d1bdf1.mp4,2,vl,https://libras.cin.ufpe.br/sign/699,132
Ação ,https://libras.cin.ufpe.br/storage/videos/20210114112159_600053870db18.mp4,1,vl,https://libras.cin.ufpe.br/sign/406,123
Ação ,https://libras.cin.ufpe.br/storage/videos/20210114112159_60005387181b9.mp4,2,vl,https://libras.cin.ufpe.br/sign/406,123
Ação ,https://libras.cin.ufpe.br/storage/videos/20210331111451_606483db6482a.mp4,3,vl,https://libras.cin.ufpe.br/sign/406,123
Aceitar ,https://libras.cin.ufpe.br/storage/videos/20210331111453_606483dd65a02.mp4,3,vl,https://libras.cin.ufpe.br/sign/1521,312
Aceitar ,https://libras.cin.ufpe.br/storage/videos/20210505115046_6092b0c68de8d.mp4,1,vl,https://libras.cin.ufpe.br/sign/1521,312
Aceitar ,https://libras.cin.ufpe.br/storage/videos/20210929043409_6154bfb1176fc.mp4,2,vl,https://libras.cin.ufpe.br/sign/1521,312
Acenar ,https://libras.cin.ufpe.br/storage/videos/20210128055303_6013242f8533d.mp4,3,vl,https://libras.cin.ufpe.br/sign/1214,312
Acenar ,https://libras.cin.ufpe.br/storage/videos/20210505074730_609277c246531.mp4,1,vl,https://libras.cin.ufpe.br/sign/1214,312
Acenar ,https://libras.cin.ufpe.br/storage/videos/20210929043424_6154bfc0461c6.mp4,2,vl,https://libras.cin.ufpe.br/sign/1214,312
Acidente ,https://libras.cin.ufpe.br/storage/videos/20201221020706_5fe0d63a1c09b.mp4,2,vl,https://libras.cin.ufpe.br/sign/86,213
Acidente ,https://libras.cin.ufpe.br/storage/videos/20210210072522_6023b492c23b2.mp4,1,vl,https://libras.cin.ufpe.br/sign/86,213
Acidente ,https://libras.cin.ufpe.br/storage/videos/20210331111453_606483ddb45af.mp4,3,vl,https://libras.cin.ufpe.br/sign/86,213
Acima ,https://libras.cin.ufpe.br/storage/videos/20201221010202_5fe0c6fa53800.mp4,1,vl,https://libras.cin.ufpe.br/sign/73,123
Acima ,https://libras.cin.ufpe.br/storage/videos/20201221010202_5fe0c6fa5860c.mp4,2,vl,https://libras.cin.ufpe.br/sign/73,123
Acima ,https://libras.cin.ufpe.br/storage/videos/20210329103841_6061d8611d21a.mp4,3,vl,https://libras.cin.ufpe.br/sign/73,123
Acompanhar ,https://libras.cin.ufpe.br/storage/videos/20201221020919_5fe0d6bfd692f.mp4,1,vl,https://libras.cin.ufpe.br/sign/87,123
Acompanhar ,https://libras.cin.ufpe.br/storage/videos/20201221020919_5fe0d6bfe16a7.mp4,2,vl,https://libras.cin.ufpe.br/sign/87,123
Acompanhar ,https://libras.cin.ufpe.br/storage/videos/20210331111458_606483e2cc0bc.mp4,3,vl,https://libras.cin.ufpe.br/sign/87,123
Aconselhar ,https://libras.cin.ufpe.br/storage/videos/20201221022752_5fe0db184b969.mp4,2,vl,https://libras.cin.ufpe.br/sign/97,231
Aconselhar ,https://libras.cin.ufpe.br/storage/videos/20210331111453_606483dde8883.mp4,3,vl,https://libras.cin.ufpe.br/sign/97,231
Aconselhar ,https://libras.cin.ufpe.br/storage/videos/20210505115045_6092b0c5b0f33.mp4,1,vl,https://libras.cin.ufpe.br/sign/97,231
Acontecer ,https://libras.cin.ufpe.br/storage/videos/20210123060803_600c903365fbf.mp4,1,vl,https://libras.cin.ufpe.br/sign/721,132
Acontecer ,https://libras.cin.ufpe.br/storage/videos/20210331111458_606483e2344ac.mp4,3,vl,https://libras.cin.ufpe.br/sign/721,132
Acontecer ,https://libras.cin.ufpe.br/storage/videos/20210929043448_6154bfd82807a.mp4,2,vl,https://libras.cin.ufpe.br/sign/721,132
Acordar (alarme) ,https://libras.cin.ufpe.br/storage/videos/20201221055057_5fe10ab11d93b.mp4,1,vl,https://libras.cin.ufpe.br/sign/150,123
Acordar (alarme) ,https://libras.cin.ufpe.br/storage/videos/20201221055057_5fe10ab126f8c.mp4,2,vl,https://libras.cin.ufpe.br/sign/150,123
Acordar (alarme) ,https://libras.cin.ufpe.br/storage/videos/20210331111613_6064842d06e5c.mp4,3,vl,https://libras.cin.ufpe.br/sign/150,123
Acrescentar ,https://libras.cin.ufpe.br/storage/videos/20201221021825_5fe0d8e16baac.mp4,1,vl,https://libras.cin.ufpe.br/sign/93,123
Acrescentar ,https://libras.cin.ufpe.br/storage/videos/20201221021825_5fe0d8e17698f.mp4,2,vl,https://libras.cin.ufpe.br/sign/93,123
Acrescentar ,https://libras.cin.ufpe.br/storage/videos/20210331111621_60648435a9707.mp4,3,vl,https://libras.cin.ufpe.br/sign/93,123
Açúcar ,https://libras.cin.ufpe.br/storage/videos/20201224074321_5fe470c95d3d0.mp4,2,vl,https://libras.cin.ufpe.br/sign/214,213
Açúcar ,https://libras.cin.ufpe.br/storage/videos/20201224064420_5fe50bb4ad191.mp4,1,vl,https://libras.cin.ufpe.br/sign/214,213
Açúcar ,https://libras.cin.ufpe.br/storage/videos/20210331111457_606483e1950c6.mp4,3,vl,https://libras.cin.ufpe.br/sign/214,213
Adaptar ,https://libras.cin.ufpe.br/storage/videos/20210122122526_600aee6608466.mp4,1,vl,https://libras.cin.ufpe.br/sign/215,123
Adaptar ,https://libras.cin.ufpe.br/storage/videos/20210122122526_600aee662405e.mp4,2,vl,https://libras.cin.ufpe.br/sign/215,123
Adaptar ,https://libras.cin.ufpe.br/storage/videos/20210331111632_60648440700d2.mp4,3,vl,https://libras.cin.ufpe.br/sign/215,123
Adiante ,https://libras.cin.ufpe.br/storage/videos/20210128055323_6013244362123.mp4,3,vl,https://libras.cin.ufpe.br/sign/1215,312
Adiante ,https://libras.cin.ufpe.br/storage/videos/20210505074730_609277c29c858.mp4,1,vl,https://libras.cin.ufpe.br/sign/1215,312
Adiante ,https://libras.cin.ufpe.br/storage/videos/20210929043513_6154bff1a8625.mp4,2,vl,https://libras.cin.ufpe.br/sign/1215,312
Adiar ,https://libras.cin.ufpe.br/storage/videos/20210128115528_601379208ddb8.mp4,1,vl,https://libras.cin.ufpe.br/sign/1315,132
Adiar ,https://libras.cin.ufpe.br/storage/videos/20210331112400_606486006d18e.mp4,3,vl,https://libras.cin.ufpe.br/sign/1315,132
Adiar ,https://libras.cin.ufpe.br/storage/videos/20210929043526_6154bffedfc4f.mp4,2,vl,https://libras.cin.ufpe.br/sign/1315,132
Admitir ,https://libras.cin.ufpe.br/storage/videos/20201221022548_5fe0da9cb23f4.mp4,1,vl,https://libras.cin.ufpe.br/sign/96,123
Admitir ,https://libras.cin.ufpe.br/storage/videos/20201221022548_5fe0da9cb8363.mp4,2,vl,https://libras.cin.ufpe.br/sign/96,123
Admitir ,https://libras.cin.ufpe.br/storage/videos/20210331112403_606486033cc14.mp4,3,vl,https://libras.cin.ufpe.br/sign/96,123
Adquirir ,https://libras.cin.ufpe.br/storage/videos/20210128055352_6013246066ae6.mp4,3,vl,https://libras.cin.ufpe.br/sign/1216,312
Adquirir ,https://libras.cin.ufpe.br/storage/videos/20210505074723_609277bb662a6.mp4,1,vl,https://libras.cin.ufpe.br/sign/1216,312
Adquirir ,https://libras.cin.ufpe.br/storage/videos/20210929043546_6154c012caa5d.mp4,2,vl,https://libras.cin.ufpe.br/sign/1216,312
Adulto ,https://libras.cin.ufpe.br/storage/videos/20201221013450_5fe0ceaadcc19.mp4,1,vl,https://libras.cin.ufpe.br/sign/77,123
Adulto ,https://libras.cin.ufpe.br/storage/videos/20201221013450_5fe0ceaae1996.mp4,2,vl,https://libras.cin.ufpe.br/sign/77,123
Adulto ,https://libras.cin.ufpe.br/storage/videos/20210331112405_60648605a17b3.mp4,3,vl,https://libras.cin.ufpe.br/sign/77,123
Advertir ,https://libras.cin.ufpe.br/storage/videos/20210331112410_6064860ab479a.mp4,3,vl,https://libras.cin.ufpe.br/sign/700,312
Advertir ,https://libras.cin.ufpe.br/storage/videos/20210501071100_608d293422d3b.mp4,1,vl,https://libras.cin.ufpe.br/sign/700,312
Advertir ,https://libras.cin.ufpe.br/storage/videos/20210929043605_6154c025ed4d9.mp4,2,vl,https://libras.cin.ufpe.br/sign/700,312
Afogar ,https://libras.cin.ufpe.br/storage/videos/20210117025815_60047ab7edc61.mp4,1,vl,https://libras.cin.ufpe.br/sign/524,132
Afogar ,https://libras.cin.ufpe.br/storage/videos/20210331112417_60648611e7e06.mp4,3,vl,https://libras.cin.ufpe.br/sign/524,132
Afogar ,https://libras.cin.ufpe.br/storage/videos/20210929043913_6154c0e1839e5.mp4,2,vl,https://libras.cin.ufpe.br/sign/524,132
Agarrar ,https://libras.cin.ufpe.br/storage/videos/20210128033324_60130374b8f1a.mp4,3,vl,https://libras.cin.ufpe.br/sign/1122,312
Agarrar ,https://libras.cin.ufpe.br/storage/videos/20210501071118_608d294698fc3.mp4,1,vl,https://libras.cin.ufpe.br/sign/1122,312
Agarrar ,https://libras.cin.ufpe.br/storage/videos/20210929043639_6154c047b5105.mp4,2,vl,https://libras.cin.ufpe.br/sign/1122,312
Agasalho ,https://libras.cin.ufpe.br/storage/videos/20210128033346_6013038aea6d6.mp4,3,vl,https://libras.cin.ufpe.br/sign/1123,312
Agasalho ,https://libras.cin.ufpe.br/storage/videos/20210501071138_608d295a2ff35.mp4,1,vl,https://libras.cin.ufpe.br/sign/1123,312
Agasalho ,https://libras.cin.ufpe.br/storage/videos/20210929043657_6154c059cd862.mp4,2,vl,https://libras.cin.ufpe.br/sign/1123,312
Agir (fazer) ,https://libras.cin.ufpe.br/storage/videos/20201221021547_5fe0d8437caae.mp4,1,vl,https://libras.cin.ufpe.br/sign/91,123
Agir (fazer) ,https://libras.cin.ufpe.br/storage/videos/20201221021547_5fe0d84386b6e.mp4,2,vl,https://libras.cin.ufpe.br/sign/91,123
Agir (fazer) ,https://libras.cin.ufpe.br/storage/videos/20210411084505_6072e1415cdb1.mp4,3,vl,https://libras.cin.ufpe.br/sign/91,123
Agitar ,https://libras.cin.ufpe.br/storage/videos/20210128033420_601303ac5038c.mp4,3,vl,https://libras.cin.ufpe.br/sign/1124,312
Agitar ,https://libras.cin.ufpe.br/storage/videos/20210505115037_6092b0bdeb7a5.mp4,1,vl,https://libras.cin.ufpe.br/sign/1124,312
Agitar ,https://libras.cin.ufpe.br/storage/videos/20210929043716_6154c06c147ab.mp4,2,vl,https://libras.cin.ufpe.br/sign/1124,312
Agora ,https://libras.cin.ufpe.br/storage/videos/20210126072709_6010973d06250.mp4,1,vl,https://libras.cin.ufpe.br/sign/820,132
Agora ,https://libras.cin.ufpe.br/storage/videos/20210127091521_60115959a6c3e.mp4,3,vl,https://libras.cin.ufpe.br/sign/820,132
Agora ,https://libras.cin.ufpe.br/storage/videos/20210929043735_6154c07f4f1ca.mp4,2,vl,https://libras.cin.ufpe.br/sign/820,132
Agradável ,https://libras.cin.ufpe.br/storage/videos/20201224074414_5fe470fe8905d.mp4,2,vl,https://libras.cin.ufpe.br/sign/216,213
Agradável ,https://libras.cin.ufpe.br/storage/videos/20201224064511_5fe50be7b7237.mp4,1,vl,https://libras.cin.ufpe.br/sign/216,213
Agradável ,https://libras.cin.ufpe.br/storage/videos/20210331112433_6064862194c2d.mp4,3,vl,https://libras.cin.ufpe.br/sign/216,213
Agressivo ,https://libras.cin.ufpe.br/storage/videos/20201221021632_5fe0d8705c1ac.mp4,1,vl,https://libras.cin.ufpe.br/sign/92,123
Agressivo ,https://libras.cin.ufpe.br/storage/videos/20201221021632_5fe0d87060f8f.mp4,2,vl,https://libras.cin.ufpe.br/sign/92,123
Agressivo ,https://libras.cin.ufpe.br/storage/videos/20210331112432_60648620bc2aa.mp4,3,vl,https://libras.cin.ufpe.br/sign/92,123
Água ,https://libras.cin.ufpe.br/storage/videos/20210128055412_601324744d7ef.mp4,3,vl,https://libras.cin.ufpe.br/sign/1217,312
Água ,https://libras.cin.ufpe.br/storage/videos/20210505115048_6092b0c800c7a.mp4,1,vl,https://libras.cin.ufpe.br/sign/1217,312
Água ,https://libras.cin.ufpe.br/storage/videos/20210929043808_6154c0a086bf0.mp4,2,vl,https://libras.cin.ufpe.br/sign/1217,312
Água congelada ,https://libras.cin.ufpe.br/storage/videos/20210210072949_6023b59d1f56f.mp4,1,vl,https://libras.cin.ufpe.br/sign/1473,132
Água congelada ,https://libras.cin.ufpe.br/storage/videos/20210623032119_60d37b9f25dcc.mp4,3,vl,https://libras.cin.ufpe.br/sign/1473,132
Água congelada ,https://libras.cin.ufpe.br/storage/videos/20210929043751_6154c08f7a650.mp4,2,vl,https://libras.cin.ufpe.br/sign/1473,132
Ainda ,https://libras.cin.ufpe.br/storage/videos/20210411080151_6072d71f2bdfe.mp4,3,vl,https://libras.cin.ufpe.br/sign/1125,312
Ainda ,https://libras.cin.ufpe.br/storage/videos/20210505074728_609277c04b50f.mp4,1,vl,https://libras.cin.ufpe.br/sign/1125,312
Ainda ,https://libras.cin.ufpe.br/storage/videos/20210929043821_6154c0ada6a3c.mp4,2,vl,https://libras.cin.ufpe.br/sign/1125,312
Ajoelhar ,https://libras.cin.ufpe.br/storage/videos/20210203121049_601abcf9a6c58.mp4,1,vl,https://libras.cin.ufpe.br/sign/1349,132
Ajoelhar ,https://libras.cin.ufpe.br/storage/videos/20210407082405_606d9655547a7.mp4,3,vl,https://libras.cin.ufpe.br/sign/1349,132
Ajoelhar ,https://libras.cin.ufpe.br/storage/videos/20210929043840_6154c0c087446.mp4,2,vl,https://libras.cin.ufpe.br/sign/1349,132
Ajudar ,https://libras.cin.ufpe.br/storage/videos/20210128055431_60132487c2b98.mp4,3,vl,https://libras.cin.ufpe.br/sign/1218,312
Ajudar ,https://libras.cin.ufpe.br/storage/videos/20210505115047_6092b0c78944d.mp4,1,vl,https://libras.cin.ufpe.br/sign/1218,312
Ajudar ,https://libras.cin.ufpe.br/storage/videos/20210929043908_6154c0dc64bab.mp4,2,vl,https://libras.cin.ufpe.br/sign/1218,312
Alarme ,https://libras.cin.ufpe.br/storage/videos/20201221030711_5fe0e44f50e62.mp4,1,vl,https://libras.cin.ufpe.br/sign/111,123
Alarme ,https://libras.cin.ufpe.br/storage/videos/20201221030711_5fe0e44f573c4.mp4,2,vl,https://libras.cin.ufpe.br/sign/111,123
Alarme ,https://libras.cin.ufpe.br/storage/videos/20210331112440_6064862836b19.mp4,3,vl,https://libras.cin.ufpe.br/sign/111,123
Alce ,https://libras.cin.ufpe.br/storage/videos/20210114112253_600053bd7fbb2.mp4,1,vl,https://libras.cin.ufpe.br/sign/407,123
Alce ,https://libras.cin.ufpe.br/storage/videos/20210114112253_600053bd860bd.mp4,2,vl,https://libras.cin.ufpe.br/sign/407,123
Alce ,https://libras.cin.ufpe.br/storage/videos/20210331112506_60648642d6df4.mp4,3,vl,https://libras.cin.ufpe.br/sign/407,123
Álcool ,https://libras.cin.ufpe.br/storage/videos/20201221030816_5fe0e49036c38.mp4,1,vl,https://libras.cin.ufpe.br/sign/112,123
Álcool ,https://libras.cin.ufpe.br/storage/videos/20201221030816_5fe0e4903cabf.mp4,2,vl,https://libras.cin.ufpe.br/sign/112,123
Álcool ,https://libras.cin.ufpe.br/storage/videos/20210329104554_6061da125e814.mp4,3,vl,https://libras.cin.ufpe.br/sign/112,123
Alfinete ,https://libras.cin.ufpe.br/storage/videos/20210501071252_608d29a430ff3.mp4,1,vl,https://libras.cin.ufpe.br/sign/1537,123
Alfinete ,https://libras.cin.ufpe.br/storage/videos/20210609072835_60c097d31af09.mp4,2,vl,https://libras.cin.ufpe.br/sign/1537,123
Alfinete ,https://libras.cin.ufpe.br/storage/videos/20210623032133_60d37bad53880.mp4,3,vl,https://libras.cin.ufpe.br/sign/1537,123
Algo ,https://libras.cin.ufpe.br/storage/videos/20201221124056_5fe0c2088bbce.mp4,1,vl,https://libras.cin.ufpe.br/sign/64,123
Algo ,https://libras.cin.ufpe.br/storage/videos/20201221124056_5fe0c20890691.mp4,2,vl,https://libras.cin.ufpe.br/sign/64,123
Algo ,https://libras.cin.ufpe.br/storage/videos/20210329075727_60625b57b5913.mp4,3,vl,https://libras.cin.ufpe.br/sign/64,123
Alguns ,https://libras.cin.ufpe.br/storage/videos/20210127093457_60115df1872e4.mp4,3,vl,https://libras.cin.ufpe.br/sign/951,321
Alguns ,https://libras.cin.ufpe.br/storage/videos/20210209064641_602302c1c6dce.mp4,2,vl,https://libras.cin.ufpe.br/sign/951,321
Alguns ,https://libras.cin.ufpe.br/storage/videos/20210505074727_609277bf00d89.mp4,1,vl,https://libras.cin.ufpe.br/sign/951,321
Alimentação ,https://libras.cin.ufpe.br/storage/videos/20210117025907_60047aebe5f1d.mp4,1,vl,https://libras.cin.ufpe.br/sign/525,123
Alimentação ,https://libras.cin.ufpe.br/storage/videos/20210117025907_60047aebf0ddf.mp4,2,vl,https://libras.cin.ufpe.br/sign/525,123
Alimentação ,https://libras.cin.ufpe.br/storage/videos/20210329075818_60625b8a3bcd5.mp4,3,vl,https://libras.cin.ufpe.br/sign/525,123
Almoço ,https://libras.cin.ufpe.br/storage/videos/20210126070500_6010920ca5b9c.mp4,1,vl,https://libras.cin.ufpe.br/sign/847,132
Almoço ,https://libras.cin.ufpe.br/storage/videos/20210411080211_6072d73340b38.mp4,3,vl,https://libras.cin.ufpe.br/sign/847,132
Almoço ,https://libras.cin.ufpe.br/storage/videos/20210929043943_6154c0ff06d1d.mp4,2,vl,https://libras.cin.ufpe.br/sign/847,132
Almofada ,https://libras.cin.ufpe.br/storage/videos/20210114112331_600053e36f5a5.mp4,1,vl,https://libras.cin.ufpe.br/sign/408,123
Almofada ,https://libras.cin.ufpe.br/storage/videos/20210114112331_600053e37a2b0.mp4,2,vl,https://libras.cin.ufpe.br/sign/408,123
Almofada ,https://libras.cin.ufpe.br/storage/videos/20210329075907_60625bbb4e5a3.mp4,3,vl,https://libras.cin.ufpe.br/sign/408,123
Alto ,https://libras.cin.ufpe.br/storage/videos/20210123061217_600c91316c94a.mp4,1,vl,https://libras.cin.ufpe.br/sign/723,132
Alto ,https://libras.cin.ufpe.br/storage/videos/20210210111827_6023eb330c927.mp4,3,vl,https://libras.cin.ufpe.br/sign/723,132
Alto ,https://libras.cin.ufpe.br/storage/videos/20210621054159_60d0f997cc269.mp4,2,vl,https://libras.cin.ufpe.br/sign/723,132
Altura ,https://libras.cin.ufpe.br/storage/videos/20210123061322_600c917244703.mp4,1,vl,https://libras.cin.ufpe.br/sign/724,132
Altura ,https://libras.cin.ufpe.br/storage/videos/20210128094134_601359be58a5e.mp4,3,vl,https://libras.cin.ufpe.br/sign/724,132
Altura ,https://libras.cin.ufpe.br/storage/videos/20210929044001_6154c1111bf0b.mp4,2,vl,https://libras.cin.ufpe.br/sign/724,132
Aluno do Segundo Ano do Ensino Médio ,https://libras.cin.ufpe.br/storage/videos/20210209064808_6023031887e8d.mp4,1,vl,https://libras.cin.ufpe.br/sign/1333,132
Aluno do Segundo Ano do Ensino Médio ,https://libras.cin.ufpe.br/storage/videos/20210210111150_6023e9a63ad38.mp4,3,vl,https://libras.cin.ufpe.br/sign/1333,132
Aluno do Segundo Ano do Ensino Médio ,https://libras.cin.ufpe.br/storage/videos/20210621060600_60d0ff38dfe37.mp4,2,vl,https://libras.cin.ufpe.br/sign/1333,132
Amanhã ,https://libras.cin.ufpe.br/storage/videos/20210117025936_60047b084ed6a.mp4,1,vl,https://libras.cin.ufpe.br/sign/526,123
Amanhã ,https://libras.cin.ufpe.br/storage/videos/20210117025936_60047b08596c3.mp4,2,vl,https://libras.cin.ufpe.br/sign/526,123
Amanhã ,https://libras.cin.ufpe.br/storage/videos/20210329075923_60625bcb39c6d.mp4,3,vl,https://libras.cin.ufpe.br/sign/526,123
Amarelo ,https://libras.cin.ufpe.br/storage/videos/20210128055449_6013249957006.mp4,3,vl,https://libras.cin.ufpe.br/sign/1219,312
Amarelo ,https://libras.cin.ufpe.br/storage/videos/20210505074731_609277c3e46cf.mp4,1,vl,https://libras.cin.ufpe.br/sign/1219,312
Amarelo ,https://libras.cin.ufpe.br/storage/videos/20210929044021_6154c125729db.mp4,2,vl,https://libras.cin.ufpe.br/sign/1219,312
Amargo ,https://libras.cin.ufpe.br/storage/videos/20210114112431_6000541fd8989.mp4,1,vl,https://libras.cin.ufpe.br/sign/409,132
Amargo ,https://libras.cin.ufpe.br/storage/videos/20210329080040_60625c183ff41.mp4,3,vl,https://libras.cin.ufpe.br/sign/409,132
Amargo ,https://libras.cin.ufpe.br/storage/videos/20210929044037_6154c1350e31d.mp4,2,vl,https://libras.cin.ufpe.br/sign/409,132
Ambiente ,https://libras.cin.ufpe.br/storage/videos/20210114112520_60005450b9d29.mp4,1,vl,https://libras.cin.ufpe.br/sign/410,123
Ambiente ,https://libras.cin.ufpe.br/storage/videos/20210114112520_60005450c2ffd.mp4,2,vl,https://libras.cin.ufpe.br/sign/410,123
Ambiente ,https://libras.cin.ufpe.br/storage/videos/20210329080118_60625c3eede40.mp4,3,vl,https://libras.cin.ufpe.br/sign/410,123
Ambos ,https://libras.cin.ufpe.br/storage/videos/20201224074428_5fe4710c7a9ed.mp4,2,vl,https://libras.cin.ufpe.br/sign/217,213
Ambos ,https://libras.cin.ufpe.br/storage/videos/20201224064548_5fe50c0cd9bc3.mp4,1,vl,https://libras.cin.ufpe.br/sign/217,213
Ambos ,https://libras.cin.ufpe.br/storage/videos/20210329080118_60625c3e421cd.mp4,3,vl,https://libras.cin.ufpe.br/sign/217,213
Amigável ,https://libras.cin.ufpe.br/storage/videos/20210127093817_60115eb929de7.mp4,3,vl,https://libras.cin.ufpe.br/sign/821,312
