Word,category,example_pt,example_libras,video_url,hand_gesture
Patins,Esporte e Diversão,Preciso aprender a andar de patins.,EU PRECISAR APRENDER PATINS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00982-patins.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Pingue-Pongue,Esporte e Diversão,Meus filhos gostam de jogar pingue-pongue.,MEUS FILHOS GOSTAR PINGUE-PONGUE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00984-ping-pong.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg
Surfe,Esporte e Diversão,O homem participou da competição de surfe.,ELE COMPETIR CAMPEONATO SURFE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00987-surf.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Teatro,Esporte e Diversão,"Aos sábados, gosto de ir ao teatro.",,Not Available,
Tênis,Esporte e Diversão,Faço aula de tênis no clube perto da minha casa.,EU APRENDER TÊNIS CLUBE PERTO MINHA CASA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00988-tenisesporte.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Voleibol,Esporte e Diversão,Vamos combinar para jogar voleibol no sábado.,NÓS VOLEIBOL SÁBADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00990-volei.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Xadrez,Esporte e Diversão,Meu pai ama jogar xadrez comigo.,EU GOSTAR XADREZ JUNTO MEU PAI.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00991-xadrez.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Bateria,Instrumentos Musicais,Sei tocar bateria.,EU SABER BATERIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00950-bateria.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Berimbau,Instrumentos Musicais,Comprei um berimbau na Bahia.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/berimbau.mp4,
Flauta,Instrumentos Musicais,Quando eu era criança fazia aula de flauta.,FLAUTA VOCÊ SABER?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00951-flauta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Guitarra,Instrumentos Musicais,Comprei uma guitarra.,EU COMPRAR GUITARRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00952-guitarra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Instrumentos Musicais,Instrumentos Musicais,Na minha escola há vários instrumentos musicais.,MINHA ESCOLAR TER MUITO INSTRUMENTOS MUSICAIS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00953-instrumentos-musicais.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Piano,Instrumentos Musicais,Aprendi a tocar piano.,EU APRENDER PIANO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00954-piano.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Tambor,Instrumentos Musicais,O meu irmão quer saber como tocar tambor.,MEU IRMÃO QUER APRENDER TAMBOR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00955-tambor.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/42.jpg
Violão,Instrumentos Musicais,Meu irmão sabe tocar violão.,MEU IRMÃO SABER VIOLÃO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00956-violao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Violino,Instrumentos Musicais,Eu gosto de tocar violino.,EU GOSTAR VIOLINO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00957-violino.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Acre,"Lugares, Cidades e Países",Na região do Acre existem reservas indígenas.,ACRE REGIÃO TER RESERVAS ÍNDIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00993-acre.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
África,"Lugares, Cidades e Países",O país da África é muito grande.,ÁFRICA CONTINENTE GRANDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00994-africa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Alagoas,"Lugares, Cidades e Países",O Alagoas é um estado brasileiro.,ALAGOAS É ESTADO BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00995-alagoas.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/38.jpg
Alemanha,"Lugares, Cidades e Países",A cerveja da Alemanha é muito famosa.,CERVEJA ALEMANHA FAMOSA-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00996-alemanha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Amapá,"Lugares, Cidades e Países",O Amapá fica na região Norte.,AMAPÁ NORTE BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00997-amapa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Amazonas,"Lugares, Cidades e Países",Amazonas é perto do Peru.,ESTADO AMAZONAS DIVISA PAÍSES VARIADOS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00998-amazonas.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
América,"Lugares, Cidades e Países",Fui em todos os lugares da América.,EU VIAJAR AMÉRICA TODA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00999-america.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
América Central,"Lugares, Cidades e Países",Na América Central tem muitas ilhas bonitas.,AMÉRICA CENTRAL TER ILHAS LINDAS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01000-america-central.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
América do Norte,"Lugares, Cidades e Países",O México fica na América do Norte.,PAÍS MÉXICO DENTRO AMÉRICA DO NORTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01001-america-norte.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
América do Sul,"Lugares, Cidades e Países",A América do Sul possui as cidades mais bonitas.,AMÉRICA DO SUL CONTINENTE BONITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01002-america-sul.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Andar (prédio),"Lugares, Cidades e Países",Eu moro no sexto andar.,EU MORAR SEXTO ANDAR,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01455-Andar-predio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/61.jpg
Aracaju,"Lugares, Cidades e Países",Passarei as férias em Aracaju.,,Not Available,
Argentina,"Lugares, Cidades e Países",Na Argentina tem biscoito muito gostoso.,ALFAJOR ARGETINA MELHOR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01004-argentina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg
Ásia,"Lugares, Cidades e Países",A Ásia é o maior continente do mundo.,,Not Available,
Austrália,"Lugares, Cidades e Países",O meu sonho é ir na Austrália.,EU SONHO CONHECER AUSTRÁLIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01005-australia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/58.jpg
Áustria,"Lugares, Cidades e Países",A Áustria é um país da Europa Central.,,Not Available,
Avenida,"Lugares, Cidades e Países",A sua loja fica na Avenida do Carmo.,SUA LOJA ESTAR AVENIDA C-A-R-M-O.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01007-avenida.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Bahia,"Lugares, Cidades e Países",Ano que vem vou passar o carnaval na Bahia.,ANO-PRÓXIMO EU IR BAHIA CARNAVAL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01008-bahia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Banco (Agência),"Lugares, Cidades e Países",Vou na agência do banco pagar os documentos.,BANCO EU IR CONTA PAGAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1280-bancodinheiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Banheiro,"Lugares, Cidades e Países",Meu apartamento tem três banheiros grandes.,MEU APARTAMENTO TER TRÊS BANHEIRO GRANDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/683-banheiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/61.jpg
Belém,"Lugares, Cidades e Países",Belém é a capital do estado do Pará.,,Not Available,
Belo Horizonte,"Lugares, Cidades e Países",Belo Horizonte é a capital de Minas Gerais.,BELO HORIZONTE CAPITAL MINAS GERAIS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01009-belo-horizonte.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg
Bolívia,"Lugares, Cidades e Países",A Bolívia fica ao lado do Brasil.,BOLÍVIA PERTO BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01010-bolivia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/60.jpg
Brasil,"Lugares, Cidades e Países",O Brasil é um país muito grande.,BRASIL PAÍS GRANDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01011-brasil.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg
Brasília,"Lugares, Cidades e Países",Brasília é a capital federal do Brasil.,BRASÍLIA CAPITAL BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01012-brasilia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Canadá,"Lugares, Cidades e Países",Quero estudar no Canadá.,EU QUERER ESTUDAR CANADÁ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01013-canada.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Ceará,"Lugares, Cidades e Países",O Ceará está localizado na região noroeste.,CEARÁ ESTÁ REGIÃO NORDESTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01014-ceara.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Chile,"Lugares, Cidades e Países",O Chile é um país com muitas riquezas naturais.,CHILE PAÍS TEM RIQUEZAS NATUREZA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01015-chile.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Cidade,"Lugares, Cidades e Países",Nasci na cidade de São Paulo.,,Not Available,
Cinema,"Lugares, Cidades e Países",Todo sábado vou ao cinema.,EU SEMPRE IR CINEMA SÁBADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00968-cinema.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Colômbia,"Lugares, Cidades e Países",Estou com vontade de ir na Colômbia.,EU QUERER VIAJAR COLÔMBIA ESSE ANO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01017-colombia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Coreia,"Lugares, Cidades e Países",A Coreia se localiza no nordeste asiático.,,Not Available,
Cozinha,"Lugares, Cidades e Países","Amo cozinhar, por isso minha cozinha é grande.",MINHA CASA TER COZINHA GRANDE PORQUE EU AMAR COZINHAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/688-cozinha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Cuba,"Lugares, Cidades e Países",Cuba é capital de Havana.,CAPITAL CUBA HAVANA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01018-cuba.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg
Cuiabá,"Lugares, Cidades e Países",O Mato Grosso é capital de Cuiabá.,CUIABÁ CAPITAL MATO-GROSSO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01019-cuiaba.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/76.jpg
Curitiba,"Lugares, Cidades e Países",Curitiba é capital do estado do Paraná.,CURITIBA CAPITAL PARANÁ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01020-curitiba.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
